price,parking,bathrooms,bedrooms,suburb,propertyType,quarters,seasons
550000.0,1,1,3,Cook,house,q2,spring
423000.0,2,1,3,Ngunnawal,house,q2,spring
440000.0,2,1,3,Greenway,house,q2,spring
490000.0,2,2,4,Flynn,house,q2,spring
520000.0,2,2,3,Rivett,house,q2,spring
520000.0,2,2,4,Casey,house,q2,spring
675000.0,2,2,3,Garran,house,q2,spring
345000.0,1,1,3,Ngunnawal,house,q2,spring
440000.0,1,1,5,Scullin,house,q2,spring
499000.0,1,1,3,Waramanga,house,q2,spring
350000.0,1,2,3,Gordon,house,q2,spring
365000.0,1,1,3,Isabella Plains,house,q2,spring
435000.0,1,1,3,Isabella Plains,house,q2,spring
525000.0,2,1,4,Isabella Plains,house,q2,spring
595000.0,2,2,4,Nicholls,house,q2,spring
695000.0,2,2,4,Isaacs,house,q2,spring
800000.0,1,2,3,Deakin,house,q2,spring
450000.0,2,2,4,Dunlop,house,q2,spring
444000.0,2,1,3,Gilmore,house,q2,spring
366000.0,2,2,3,Kambah,house,q2,spring
412550.0,2,2,3,Kambah,house,q2,spring
420000.0,2,2,3,Spence,house,q2,spring
470000.0,0,2,3,Amaroo,house,q2,spring
489000.0,4,2,4,Gordon,house,q2,spring
509000.0,2,1,4,Bonner,house,q2,spring
822000.0,1,1,3,Ainslie,house,q2,spring
350000.0,1,2,3,Banks,house,q2,spring
450000.0,1,1,3,Waramanga,house,q2,spring
875000.0,2,3,4,Isaacs,house,q2,spring
399000.0,1,1,2,Greenway,house,q2,spring
441000.0,4,1,3,Isabella Plains,house,q2,spring
538500.0,2,2,4,Amaroo,house,q2,spring
545000.0,1,1,3,Hackett,house,q2,spring
775000.0,2,2,4,Isaacs,house,q2,spring
1900000.0,2,1,5,O'Malley,house,q2,spring
480000.0,2,2,4,Wanniassa,house,q2,spring
495000.0,3,1,4,Kambah,house,q2,spring
535000.0,4,2,4,Chisholm,house,q2,spring
710000.0,1,2,2,Dickson,house,q2,spring
450000.0,2,1,2,Hackett,house,q2,spring
550000.0,2,2,3,Fraser,house,q2,spring
500000.0,2,3,3,Kaleen,house,q2,spring
542500.0,5,2,5,Richardson,house,q2,spring
350000.0,1,2,3,Gordon,house,q1,winter
675000.0,2,3,4,Chisholm,house,q1,winter
550000.0,0,2,4,Casey,house,q1,winter
400000.0,2,1,3,Evatt,house,q1,winter
400000.0,1,2,3,McKellar,house,q1,winter
420000.0,2,2,3,Weston,house,q1,winter
445000.0,2,1,3,Richardson,house,q1,winter
477000.0,2,2,3,Holder,house,q1,winter
568000.0,2,2,4,Calwell,house,q1,winter
600000.0,2,2,4,Evatt,house,q1,winter
450000.0,1,2,3,Kambah,house,q1,winter
350000.0,1,1,2,Holt,house,q1,winter
323500.0,1,1,3,Banks,house,q1,winter
450000.0,4,2,3,Gowrie,house,q1,winter
450000.0,1,2,2,Macquarie,house,q1,spring
550000.0,4,1,4,Melba,house,q1,spring
330000.0,1,2,2,Gungahlin,house,q1,spring
398000.0,2,1,3,Dunlop,house,q1,spring
414000.0,0,1,4,Higgins,house,q1,spring
461000.0,3,1,3,Latham,house,q1,spring
490000.0,1,2,3,Evatt,house,q1,spring
515000.0,4,1,4,Flynn,house,q1,spring
565000.0,0,1,4,Watson,house,q1,spring
580000.0,2,1,4,Downer,house,q1,spring
581000.0,2,1,4,Kaleen,house,q1,spring
596000.0,1,2,3,Downer,house,q1,spring
630000.0,0,1,4,Gowrie,house,q1,spring
641000.0,1,1,2,Narrabundah,house,q1,spring
550000.0,4,2,4,Theodore,house,q2,spring
875000.0,1,1,2,Kingston,house,q2,spring
350000.0,1,1,3,Banks,house,q2,spring
550000.0,2,2,4,Palmerston,house,q2,spring
450000.0,1,1,3,Duffy,house,q2,spring
430000.0,2,2,3,Dunlop,house,q2,spring
494125.0,0,1,4,Kambah,house,q2,spring
505000.0,2,1,4,Dunlop,house,q2,spring
569000.0,1,2,4,Fisher,house,q2,spring
450000.0,2,2,4,Ngunnawal,house,q2,spring
350000.0,1,1,2,Scullin,house,q2,spring
357000.0,1,1,2,Palmerston,house,q2,spring
375000.0,4,2,3,Latham,house,q2,spring
527000.0,2,1,4,Pearce,house,q2,spring
540000.0,2,2,5,Theodore,house,q2,spring
765000.0,2,2,4,Isaacs,house,q2,spring
405000.0,1,2,3,MacGregor,house,q3,summer
450000.0,2,2,3,Flynn,house,q3,summer
465000.0,2,1,3,Greenway,house,q3,summer
465000.0,1,2,3,Wanniassa,house,q3,summer
495000.0,2,2,4,Amaroo,house,q3,summer
555000.0,2,2,3,Evatt,house,q3,summer
600000.0,2,1,3,Holder,house,q3,summer
620000.0,3,2,4,Monash,house,q3,summer
785000.0,2,2,4,Aranda,house,q3,summer
935000.0,1,2,4,Campbell,house,q3,summer
389000.0,1,1,3,Holt,house,q3,summer
395000.0,2,2,2,Oaks Estate,house,q3,summer
425000.0,2,2,4,Gordon,house,q3,summer
430000.0,2,1,3,Gilmore,house,q3,summer
470000.0,2,2,3,Dunlop,house,q3,summer
585000.0,4,2,4,Palmerston,house,q3,summer
701000.0,3,2,4,Forde,house,q3,summer
1150000.0,2,3,4,Deakin,house,q3,summer
450000.0,2,2,3,Casey,house,q3,fall
350000.0,2,1,3,Uriarra Village,house,q3,fall
450000.0,2,2,4,Bonner,house,q3,fall
450000.0,2,2,3,MacGregor,house,q3,fall
369000.0,1,2,2,MacGregor,house,q3,fall
436000.0,1,1,3,Latham,house,q3,fall
455000.0,1,1,4,Holt,house,q3,fall
525000.0,2,2,4,Bonner,house,q3,fall
540000.0,2,2,4,Richardson,house,q3,fall
635000.0,2,2,4,Calwell,house,q3,fall
850000.0,2,3,3,Campbell,house,q3,fall
359000.0,2,2,2,Ngunnawal,house,q4,fall
445000.0,1,2,3,Franklin,house,q4,fall
454700.0,4,1,3,Richardson,house,q4,fall
545000.0,2,2,4,Wanniassa,house,q4,fall
555000.0,2,2,4,Fraser,house,q4,fall
847000.0,2,4,5,Isaacs,house,q4,fall
450000.0,2,1,3,MacGregor,house,q4,fall
550000.0,2,1,3,Waramanga,house,q4,fall
450000.0,2,2,3,Franklin,house,q4,fall
675000.0,2,2,4,Gowrie,house,q4,fall
416500.0,2,2,3,Kambah,house,q4,fall
450000.0,2,2,3,Amaroo,house,q4,fall
468000.0,1,2,3,Florey,house,q4,fall
500000.0,2,2,3,Gowrie,house,q4,fall
510000.0,1,2,3,Holder,house,q4,fall
550000.0,1,1,2,Cook,house,q4,winter
440000.0,2,1,3,Chisholm,house,q4,winter
492500.0,1,2,4,Wanniassa,house,q4,winter
585000.0,2,1,4,Banks,house,q4,winter
725000.0,2,2,4,Conder,house,q4,winter
815000.0,2,3,4,Mawson,house,q4,winter
346000.0,1,1,3,Gordon,house,q2,spring
405000.0,2,1,3,Chisholm,house,q2,spring
482500.0,2,1,3,Giralang,house,q2,spring
483000.0,1,1,3,Rivett,house,q2,spring
550000.0,0,1,4,Kambah,house,q2,spring
450000.0,2,2,3,Harrison,house,q2,spring
875000.0,2,2,3,Kingston,house,q2,spring
382000.0,1,1,3,Gordon,house,q2,spring
419000.0,2,3,3,Conder,house,q2,spring
455000.0,2,1,3,Higgins,house,q2,spring
550000.0,6,1,3,Macquarie,house,q2,spring
327500.0,1,1,2,MacGregor,house,q2,spring
375000.0,1,2,3,Banks,house,q2,spring
470000.0,2,2,3,Kaleen,house,q2,spring
530000.0,2,1,4,Dunlop,house,q2,spring
628500.0,2,2,5,Harrison,house,q2,spring
650000.0,2,1,3,O'Connor,house,q2,spring
550000.0,2,2,4,Fadden,house,q2,spring
445000.0,1,1,3,Ngunnawal,house,q2,spring
449950.0,2,1,3,Gowrie,house,q2,spring
497500.0,4,1,4,Flynn,house,q2,spring
515000.0,2,2,4,Evatt,house,q2,spring
618000.0,2,1,4,Banks,house,q2,spring
350000.0,1,1,3,Calwell,house,q2,spring
350000.0,1,1,2,Charnwood,house,q2,spring
432500.0,2,1,3,Isabella Plains,house,q2,spring
485000.0,2,2,3,Gilmore,house,q2,spring
540000.0,2,2,4,Gowrie,house,q2,spring
795500.0,5,2,5,Palmerston,house,q2,spring
2000000.0,2,2,5,Weetangera,house,q2,spring
521000.0,2,2,3,Fraser,house,q2,spring
613000.0,2,2,3,Melba,house,q2,spring
660000.0,2,2,4,Gordon,house,q2,spring
730000.0,2,3,5,Fadden,house,q2,spring
550000.0,2,2,4,Nicholls,house,q2,spring
239000.0,1,1,1,Mawson,house,q2,spring
412500.0,3,1,3,Holt,house,q2,spring
429000.0,2,2,3,Kambah,house,q2,spring
459000.0,1,1,3,Page,house,q2,spring
505000.0,2,1,4,Chisholm,house,q2,spring
510000.0,2,2,4,Amaroo,house,q2,spring
525000.0,2,1,4,Kambah,house,q2,spring
548000.0,0,1,4,Watson,house,q2,spring
560000.0,2,1,4,Latham,house,q2,spring
570000.0,2,2,4,Nicholls,house,q2,spring
610000.0,2,2,3,Hughes,house,q2,spring
845000.0,2,1,3,Yarralumla,house,q2,spring
870000.0,1,2,4,Downer,house,q2,spring
380000.0,2,1,3,Kambah,house,q2,spring
534000.0,2,2,4,Theodore,house,q2,spring
615000.0,2,2,4,Gordon,house,q2,spring
450000.0,1,2,4,MacGregor,house,q2,spring
440000.0,6,1,3,Gordon,house,q2,spring
460000.0,3,2,4,Latham,house,q2,spring
545000.0,2,2,4,Gordon,house,q2,spring
590000.0,2,2,4,Rivett,house,q2,spring
605000.0,2,1,4,Stirling,house,q2,spring
675000.0,3,3,5,Theodore,house,q2,spring
550000.0,3,2,4,Chisholm,house,q2,spring
400000.0,0,1,3,Gordon,house,q2,spring
437500.0,1,2,3,Rivett,house,q2,spring
450000.0,1,1,4,Fadden,house,q2,spring
515750.0,2,1,4,Bonner,house,q2,spring
535000.0,1,2,3,Curtin,house,q2,spring
825000.0,2,2,4,Watson,house,q2,spring
967000.0,3,2,5,Franklin,house,q2,spring
1163000.0,3,1,4,Red Hill,house,q2,spring
675000.0,2,2,4,Banks,house,q2,spring
875000.0,2,2,3,City,house,q2,spring
345000.0,2,1,3,Charnwood,house,q2,spring
405000.0,1,1,3,Chisholm,house,q2,spring
425000.0,1,1,3,Kambah,house,q2,spring
430000.0,2,2,3,Wanniassa,house,q2,spring
435000.0,2,1,3,Giralang,house,q2,spring
463000.0,3,1,4,Chisholm,house,q2,spring
485000.0,2,1,4,Chisholm,house,q2,spring
510750.0,2,2,3,Melba,house,q2,spring
512000.0,2,1,3,Watson,house,q2,spring
525000.0,2,2,4,Bonner,house,q2,spring
540000.0,1,1,3,Waramanga,house,q2,spring
550000.0,5,2,4,Latham,house,q2,spring
595000.0,2,2,5,Bonner,house,q2,spring
612000.0,2,2,4,Gordon,house,q2,spring
457500.0,1,2,3,Rivett,house,q2,spring
642500.0,1,2,4,Downer,house,q2,spring
1350000.0,2,2,5,Deakin,house,q2,spring
875000.0,2,2,6,Kaleen,house,q2,spring
350000.0,2,1,3,Charnwood,house,q2,spring
400000.0,1,1,3,Bonython,house,q2,spring
410000.0,1,2,4,Flynn,house,q2,spring
425000.0,2,1,2,Hackett,house,q2,spring
435000.0,1,2,3,Waramanga,house,q2,spring
525000.0,2,1,4,Dunlop,house,q2,spring
450000.0,2,1,3,Fraser,house,q2,spring
395000.0,2,2,3,Palmerston,house,q2,spring
420000.0,1,1,3,Fisher,house,q2,spring
517000.0,1,2,3,Watson,house,q2,spring
522500.0,2,3,4,Conder,house,q2,spring
610000.0,1,1,4,Kambah,house,q2,spring
662220.0,2,3,4,Kaleen,house,q2,spring
1460000.0,1,2,3,Forrest,house,q2,spring
450000.0,2,2,3,Calwell,house,q2,spring
365000.0,1,1,3,Gordon,house,q2,spring
375000.0,1,2,2,Melba,house,q2,spring
425000.0,3,2,3,Richardson,house,q2,spring
449000.0,2,1,3,Calwell,house,q2,spring
875000.0,4,2,5,Weetangera,house,q2,spring
450000.0,1,2,3,MacGregor,house,q2,spring
422500.0,2,2,3,Kambah,house,q2,spring
445000.0,2,1,3,Isabella Plains,house,q2,spring
474500.0,5,3,4,Richardson,house,q2,spring
517500.0,2,2,4,Bonner,house,q2,spring
520000.0,1,2,4,Evatt,house,q2,spring
530000.0,1,1,3,Torrens,house,q2,spring
626500.0,2,2,4,Forde,house,q2,spring
1200000.0,4,1,5,O'Malley,house,q2,spring
675000.0,2,2,3,Macquarie,house,q1,winter
410500.0,1,2,3,MacGregor,house,q1,winter
535000.0,4,2,4,Theodore,house,q1,winter
575000.0,1,2,4,Kaleen,house,q1,winter
450000.0,2,2,3,Chisholm,house,q1,winter
535000.0,2,2,4,Fisher,house,q1,winter
780000.0,1,1,3,Narrabundah,house,q1,winter
475000.0,4,2,3,Latham,house,q2,spring
625000.0,2,2,6,Calwell,house,q2,spring
550000.0,2,2,4,Dunlop,house,q2,spring
400000.0,3,2,3,Banks,house,q2,spring
437000.0,1,3,2,Weetangera,house,q2,spring
450000.0,2,2,3,Amaroo,house,q2,spring
470000.0,2,2,3,Wanniassa,house,q2,spring
494950.0,2,1,3,Gungahlin,house,q2,spring
580000.0,2,1,3,Pearce,house,q2,spring
450000.0,1,2,4,Flynn,house,q2,summer
335000.0,2,1,3,Holt,house,q2,summer
409000.0,1,2,2,Harrison,house,q2,summer
451000.0,1,2,5,Charnwood,house,q2,summer
470000.0,1,2,5,Charnwood,house,q2,summer
473000.0,2,2,4,Ngunnawal,house,q2,summer
500000.0,2,2,4,Gordon,house,q2,summer
640000.0,2,1,3,Waramanga,house,q2,summer
450000.0,2,1,3,Scullin,house,q3,summer
415000.0,1,1,3,Melba,house,q3,summer
428000.0,2,2,3,Monash,house,q3,summer
430000.0,0,1,4,Scullin,house,q3,summer
453000.0,2,3,3,Kambah,house,q3,summer
490000.0,2,1,5,Spence,house,q3,summer
546000.0,3,2,4,Gowrie,house,q3,summer
552500.0,2,2,4,Kaleen,house,q3,summer
668000.0,2,2,3,Narrabundah,house,q3,summer
703750.0,0,1,5,Wanniassa,house,q3,summer
450000.0,4,1,3,Richardson,house,q3,summer
350000.0,1,1,2,Charnwood,house,q3,summer
343500.0,1,1,2,MacGregor,house,q3,summer
415000.0,1,2,3,Florey,house,q3,summer
457000.0,2,1,3,Evatt,house,q3,summer
469900.0,2,1,3,Gungahlin,house,q3,summer
470000.0,2,1,4,Evatt,house,q3,summer
470500.0,1,1,3,Higgins,house,q3,summer
490000.0,1,1,3,Rivett,house,q3,summer
760000.0,2,2,4,Crace,house,q3,summer
692500.0,4,2,4,Gordon,house,q4,fall
675000.0,3,3,7,Gordon,house,q4,winter
480000.0,2,1,3,Holder,house,q4,winter
505000.0,2,2,4,Gordon,house,q4,winter
546000.0,2,1,4,Ngunnawal,house,q4,winter
550000.0,3,2,4,Bonython,house,q2,summer
415000.0,1,1,3,Bonython,house,q2,summer
462000.0,2,2,3,Isaacs,house,q2,summer
675000.0,0,2,3,Macquarie,house,q2,summer
281000.0,1,1,1,Lyneham,house,q2,summer
365000.0,2,1,3,Gordon,house,q2,summer
513000.0,2,2,4,Wanniassa,house,q2,summer
515000.0,4,2,4,Chisholm,house,q2,summer
551000.0,2,2,4,Casey,house,q2,summer
850000.0,2,2,5,Nicholls,house,q2,summer
675000.0,2,2,4,Gordon,house,q2,summer
450000.0,2,1,3,Kaleen,house,q2,summer
350000.0,1,1,2,Belconnen,house,q2,summer
365000.0,1,1,3,Ngunnawal,house,q2,summer
385000.0,1,1,3,Evatt,house,q2,summer
500000.0,1,1,3,Torrens,house,q2,summer
765000.0,2,2,4,Farrer,house,q2,summer
770000.0,2,2,4,Dickson,house,q2,summer
390000.0,1,1,3,Scullin,house,q2,summer
396700.0,1,1,3,MacGregor,house,q2,summer
441000.0,2,1,3,Banks,house,q2,summer
472000.0,1,2,5,Latham,house,q2,summer
515000.0,2,2,4,Palmerston,house,q2,summer
536000.0,2,2,3,Kambah,house,q2,summer
590000.0,2,2,4,Wanniassa,house,q2,summer
612000.0,1,2,4,Giralang,house,q2,summer
1500000.0,2,1,5,O'Connor,house,q2,summer
350000.0,1,2,2,Melba,house,q2,summer
550000.0,2,2,5,Bonner,house,q2,summer
450000.0,2,1,3,Ngunnawal,house,q2,summer
469000.0,2,2,3,Stirling,house,q2,summer
520000.0,2,2,3,Greenway,house,q2,summer
450000.0,1,1,3,Isabella Plains,house,q2,summer
358000.0,2,1,2,Kambah,house,q2,summer
490000.0,2,2,3,Kaleen,house,q2,summer
565000.0,4,3,4,Calwell,house,q2,summer
615000.0,2,1,4,Kaleen,house,q2,summer
350000.0,1,1,1,Griffith,house,q2,summer
480000.0,1,2,2,Garran,house,q2,summer
517500.0,2,2,3,Farrer,house,q2,summer
675000.0,2,2,4,Macquarie,house,q2,summer
675000.0,2,3,4,Gordon,house,q2,summer
550000.0,2,2,4,Harrison,house,q2,summer
394000.0,2,1,3,Page,house,q2,summer
400000.0,1,2,2,Franklin,house,q2,summer
450000.0,2,1,3,Gordon,house,q2,summer
510000.0,2,2,4,MacGregor,house,q2,summer
569000.0,2,2,4,Conder,house,q2,summer
550000.0,3,2,4,Macquarie,house,q2,summer
510000.0,4,2,4,McKellar,house,q2,summer
395000.0,2,2,3,Evatt,house,q2,summer
446000.0,6,1,3,Holt,house,q2,summer
480000.0,2,2,3,Calwell,house,q2,summer
535000.0,2,2,4,Nicholls,house,q2,summer
736000.0,4,1,5,Kambah,house,q2,summer
745000.0,2,3,4,Deakin,house,q2,summer
822500.0,2,3,4,Forde,house,q2,summer
1010000.0,2,2,3,Braddon,house,q2,summer
450000.0,1,1,3,Torrens,house,q2,summer
406000.0,2,2,3,Latham,house,q2,summer
436000.0,2,2,3,Gordon,house,q2,summer
493000.0,1,2,4,Kambah,house,q2,summer
515500.0,2,2,4,Amaroo,house,q2,summer
650000.0,3,2,4,Harrison,house,q2,summer
450000.0,2,2,3,Monash,house,q2,summer
410000.0,0,1,3,Richardson,house,q2,summer
415000.0,1,2,3,Bonner,house,q2,summer
445000.0,11,2,3,Calwell,house,q2,summer
485000.0,2,2,3,Dunlop,house,q2,summer
500000.0,4,1,3,Gordon,house,q2,summer
502000.0,2,2,3,Forde,house,q2,summer
512000.0,2,2,3,Theodore,house,q2,summer
525500.0,1,1,4,Evatt,house,q2,summer
595000.0,3,1,5,Rivett,house,q2,summer
450000.0,1,2,3,Bonython,house,q2,summer
350000.0,1,1,3,Bonython,house,q2,summer
410000.0,1,1,2,Duffy,house,q2,summer
425000.0,2,1,3,Isabella Plains,house,q2,summer
550000.0,1,2,3,Chifley,house,q2,summer
560000.0,2,2,4,Gungahlin,house,q2,summer
585000.0,1,1,4,Kambah,house,q2,summer
597500.0,2,1,4,Conder,house,q2,summer
675000.0,2,1,5,Macarthur,house,q2,summer
350000.0,1,1,1,Mawson,house,q2,summer
350000.0,1,1,3,Banks,house,q2,summer
407000.0,1,2,3,MacGregor,house,q2,summer
410000.0,1,1,3,Melba,house,q2,summer
425000.0,1,2,3,Richardson,house,q2,summer
490000.0,2,2,4,Casey,house,q2,summer
496000.0,2,2,3,Gordon,house,q2,summer
505000.0,0,1,3,Dickson,house,q2,summer
530000.0,1,2,3,Kaleen,house,q2,summer
535000.0,2,1,4,MacGregor,house,q2,summer
575000.0,2,1,3,Hackett,house,q2,summer
580000.0,1,2,4,Duffy,house,q2,summer
587500.0,2,2,4,Fraser,house,q2,summer
835000.0,3,2,4,Garran,house,q2,summer
895000.0,2,3,4,Hawker,house,q2,summer
500000.0,0,1,3,Farrer,house,q2,summer
500000.0,0,2,3,Farrer,house,q2,summer
580000.0,2,1,3,Garran,house,q2,summer
650000.0,2,3,5,Weetangera,house,q2,summer
347000.0,1,1,3,Holt,house,q1,winter
352000.0,2,1,3,Palmerston,house,q1,winter
422000.0,2,1,3,MacGregor,house,q1,winter
435000.0,1,2,3,Amaroo,house,q1,winter
488000.0,2,2,3,Amaroo,house,q1,winter
516000.0,2,2,3,Fadden,house,q1,winter
620000.0,2,2,4,Gungahlin,house,q1,winter
150000.0,1,2,3,Crace,house,q1,spring
375000.0,1,1,3,Calwell,house,q1,spring
420000.0,1,3,3,Wanniassa,house,q1,spring
425000.0,4,2,3,Florey,house,q1,spring
447000.0,3,1,3,Banks,house,q1,spring
490000.0,4,2,3,Kambah,house,q1,spring
558500.0,4,1,3,Giralang,house,q1,spring
887500.0,2,2,5,Harrison,house,q1,spring
378000.0,1,2,2,Duffy,house,q2,spring
422500.0,1,2,3,Waramanga,house,q2,spring
472000.0,2,2,4,Dunlop,house,q2,spring
500000.0,0,2,4,Kaleen,house,q2,spring
854000.0,4,1,5,Kambah,house,q2,spring
900000.0,2,2,4,Fisher,house,q2,spring
550000.0,1,2,4,Fraser,house,q2,spring
450000.0,2,1,4,MacGregor,house,q2,spring
438000.0,2,1,3,Higgins,house,q2,spring
478000.0,2,2,4,Gordon,house,q2,spring
530000.0,2,2,3,Kaleen,house,q2,spring
540000.0,2,3,4,Harrison,house,q2,spring
840000.0,1,4,5,Narrabundah,house,q2,spring
450000.0,2,2,3,Fraser,house,q2,summer
450000.0,2,2,2,Lyneham,house,q2,summer
550000.0,1,2,4,Gowrie,house,q2,summer
350000.0,1,2,2,Holt,house,q2,summer
354000.0,2,1,3,Gordon,house,q2,summer
407000.0,1,1,3,Bonython,house,q2,summer
445000.0,1,1,3,Page,house,q2,summer
535000.0,2,2,4,Chisholm,house,q2,summer
560000.0,2,2,4,Gordon,house,q2,summer
625000.0,0,2,3,O'Connor,house,q2,summer
650000.0,2,2,4,Banks,house,q2,summer
653000.0,1,1,2,Campbell,house,q2,summer
425000.0,2,1,3,Calwell,house,q3,summer
720000.0,0,1,3,Griffith,house,q3,summer
675000.0,2,2,4,Kaleen,house,q3,fall
590000.0,2,2,3,Kambah,house,q3,fall
690000.0,2,3,5,Nicholls,house,q3,fall
875000.0,1,2,3,Deakin,house,q4,fall
350000.0,1,1,2,Evatt,house,q4,fall
485000.0,2,2,4,Wanniassa,house,q4,fall
549000.0,2,2,4,Duffy,house,q4,fall
590000.0,2,1,4,Holder,house,q4,fall
550000.0,1,2,6,Macquarie,house,q4,fall
550000.0,2,2,4,Bonner,house,q4,fall
314500.0,1,1,2,MacGregor,house,q4,fall
485000.0,2,1,3,Florey,house,q4,fall
511000.0,2,2,4,Bonner,house,q4,fall
545000.0,2,2,4,Dunlop,house,q4,fall
578000.0,2,2,4,Hawker,house,q4,fall
350000.0,2,1,3,Charnwood,house,q4,winter
675000.0,3,2,6,Gilmore,house,q4,winter
506500.0,1,1,4,Latham,house,q4,winter
1300000.0,3,3,5,Nicholls,house,q4,winter
412500.0,0,2,3,Flynn,house,q3,summer
425000.0,1,1,3,Calwell,house,q3,summer
480000.0,2,2,4,Rivett,house,q3,summer
612500.0,2,1,3,Chifley,house,q3,summer
810000.0,1,1,3,Lyneham,house,q3,summer
550000.0,2,2,3,Macquarie,house,q3,summer
675000.0,4,2,5,Flynn,house,q3,summer
515000.0,2,3,3,Weston,house,q3,summer
817000.0,2,1,3,Hackett,house,q3,summer
517000.0,1,1,3,Holder,house,q3,summer
695000.0,2,2,4,Forde,house,q3,summer
550000.0,2,1,4,Weetangera,house,q3,summer
450000.0,1,2,3,Amaroo,house,q3,summer
450000.0,2,2,3,Ngunnawal,house,q3,summer
450000.0,0,1,3,Richardson,house,q3,summer
344000.0,1,1,2,Nicholls,house,q3,summer
435000.0,1,1,3,Latham,house,q3,summer
441000.0,2,2,3,Wanniassa,house,q3,summer
460000.0,1,1,3,Melba,house,q3,summer
465000.0,2,2,3,Casey,house,q3,summer
480000.0,2,2,4,Oxley,house,q3,summer
505000.0,2,2,4,Amaroo,house,q3,summer
511000.0,2,2,4,Gungahlin,house,q3,summer
530000.0,2,2,4,Palmerston,house,q3,summer
580000.0,2,2,4,Fisher,house,q3,summer
730000.0,0,1,3,Hackett,house,q3,summer
259000.0,2,2,4,Crace,house,q3,summer
323000.0,1,1,2,MacGregor,house,q3,summer
720000.0,2,3,4,Nicholls,house,q3,summer
450000.0,2,1,3,Page,house,q3,summer
350000.0,2,1,3,Bonython,house,q3,summer
675000.0,1,2,5,Hackett,house,q3,summer
410000.0,2,1,3,MacGregor,house,q3,summer
442800.0,11,1,4,Kambah,house,q3,summer
470000.0,2,1,3,Mawson,house,q3,summer
572500.0,2,2,4,Franklin,house,q3,summer
595000.0,0,1,3,O'Connor,house,q3,summer
710000.0,2,2,4,Weston,house,q3,summer
795000.0,2,3,4,Chapman,house,q3,summer
550000.0,2,1,3,Cook,house,q3,summer
875000.0,4,3,5,Isaacs,house,q3,summer
675000.0,2,2,4,Kaleen,house,q3,summer
389500.0,2,1,2,Kambah,house,q3,summer
420000.0,4,1,3,Giralang,house,q3,summer
472000.0,1,1,4,Melba,house,q3,summer
560000.0,3,2,4,Fraser,house,q3,summer
453000.0,2,1,3,Rivett,house,q3,summer
530000.0,1,2,3,Watson,house,q3,summer
560000.0,2,1,4,Watson,house,q3,summer
602500.0,1,1,4,Fisher,house,q3,summer
840000.0,4,1,4,Kambah,house,q3,summer
430000.0,2,1,4,Richardson,house,q3,summer
428000.0,1,1,3,Spence,house,q3,summer
505000.0,2,2,2,Palmerston,house,q3,summer
620000.0,1,1,3,O'Connor,house,q3,summer
800000.0,3,3,4,Fadden,house,q3,summer
450000.0,2,1,3,Bonython,house,q3,summer
550000.0,0,1,3,Ainslie,house,q3,summer
450000.0,1,2,3,Conder,house,q3,summer
470000.0,2,2,4,Kambah,house,q3,summer
500000.0,3,2,4,Dunlop,house,q3,summer
510000.0,2,2,3,Isabella Plains,house,q3,summer
530000.0,1,2,4,Bonython,house,q3,summer
687000.0,2,2,4,Nicholls,house,q3,summer
850000.0,2,1,3,Griffith,house,q3,summer
350000.0,2,1,4,Scullin,house,q3,summer
395000.0,1,1,2,Lyneham,house,q3,summer
430000.0,4,1,3,Wanniassa,house,q3,summer
441000.0,2,2,3,Wanniassa,house,q3,summer
442000.0,1,1,3,Farrer,house,q3,summer
455000.0,3,2,3,Weston,house,q3,summer
459000.0,2,2,3,Palmerston,house,q3,summer
500000.0,2,2,4,Dunlop,house,q3,summer
605000.0,2,2,4,Dunlop,house,q3,summer
630000.0,4,1,5,Lyons,house,q3,summer
1450000.0,2,2,4,Yarralumla,house,q3,summer
350000.0,1,1,2,Belconnen,house,q3,summer
350000.0,1,2,3,Dunlop,house,q3,summer
375000.0,1,1,3,Palmerston,house,q3,summer
380000.0,1,1,3,Calwell,house,q3,summer
392000.0,1,1,3,Page,house,q3,summer
408000.0,2,1,3,Ngunnawal,house,q3,summer
463000.0,2,2,3,Bruce,house,q3,summer
470000.0,2,2,3,Florey,house,q3,summer
640000.0,2,2,4,Bruce,house,q3,summer
696000.0,0,1,3,O'Connor,house,q3,summer
745000.0,2,1,3,Ainslie,house,q3,summer
821000.0,2,3,5,Banks,house,q3,summer
936000.0,2,2,4,Narrabundah,house,q3,summer
975000.0,2,2,5,Bruce,house,q3,summer
1105000.0,2,1,3,Turner,house,q3,summer
311000.0,1,1,2,Belconnen,house,q3,summer
367000.0,2,2,3,Banks,house,q3,summer
410000.0,1,2,3,MacGregor,house,q3,summer
415000.0,1,2,3,Kambah,house,q3,summer
492111.0,2,2,3,Gungahlin,house,q3,summer
525000.0,2,3,4,Gordon,house,q3,summer
565000.0,2,1,4,Watson,house,q3,summer
622000.0,2,2,5,Forde,house,q3,summer
660000.0,1,1,4,Farrer,house,q3,summer
768000.0,2,2,4,Franklin,house,q3,summer
270000.0,1,1,2,Hawker,house,q3,summer
405000.0,1,2,2,Dunlop,house,q3,summer
406000.0,1,1,3,Palmerston,house,q3,summer
433000.0,2,2,3,Monash,house,q3,summer
516000.0,2,2,3,Forde,house,q3,summer
540000.0,2,2,4,Bonython,house,q3,summer
925000.0,2,1,4,Deakin,house,q3,summer
450000.0,2,2,4,Florey,house,q1,winter
